#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-03-02T03:13:54 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5c79f439a1c9	
#INFO	-out.max=unlimited	
#INFO	queryParameters=38	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:J/ApJS/239/2&tab:{J/ApJS/239/2/table2}&key:source=J/ApJS/239/2&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/239/2/table2
#-order=I
#-out=TICID
#-out=RAJ2000
#-out=DEJ2000
#-out=Obslen
#-out=Vmag
#-out=Kmag
#-out=Jmag
#-out=Tmag
#-out=R*
#-out=Mass
#-out=Teff
#-out=Dist
#-out=sG
#-out=DetC
#-out=Perp
#-out=Rp
#-out=Nt
#-out=Ars
#-out=Ecc
#-out=Rprs
#-out=Impact
#-out=Dur
#-out=Obsdepth
#-out=Insol
#-out=Noise
#-out=SNR
#-out=2M
#2M=2M
#

#RESOURCE=yCat_22390002
#Name: J/ApJS/239/2
#Title: Simulated exoplanets from TESS list of targets (Barclay+, 2018)
#Table	J_ApJS_239_2_table2:
#Name: J/ApJS/239/2/table2
#Title: Planet and host star properties for every detected planet in our simulation
#Column	_RAJ2000	(F14.10)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F14.10)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	TICID	(I9)	[144875/471012687] TESS Input Catalog ID number of star	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F12.8)	Right ascension, decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F13.9)	Declination, decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Obslen	(F5.1)	[27.4/356.2] Number of days that target is observed	[ucd=time.interval]
#Column	Vmag	(F6.3)	[4/20] V-band magnitude	[ucd=phot.mag;em.opt.V]
#Column	Kmag	(F6.3)	[1.7/14.2] 2MASS Ks-band magnitude	[ucd=phot.mag;em.IR.K]
#Column	Jmag	(F6.3)	[2.3/15] 2MASS J-band magnitude	[ucd=phot.mag;em.IR.J]
#Column	Tmag	(F6.3)	[3.4/16.4] TESS bandpass magnitude	[ucd=phot.mag;em.opt.R]
#Column	R*	(F6.3)	[0.1/11.5] Stellar radius	[ucd=phys.size.radius]
#Column	Mass	(F6.3)	[0.06/2.5] Stellar mass	[ucd=phys.mass]
#Column	Teff	(F7.1)	[2763/11565] Stellar effective temperature	[ucd=phys.temperature]
#Column	Dist	(F9.3)	[2.5/15349]? Distance of the star	[ucd=pos.distance;pos.heliocentric]
#Column	sG	(I1)	[0/1] Was this star randomly selected to be a subgiant? 1=yes; 0=no	[ucd=meta.code]
#Column	DetC	(I1)	[0/1] Was this planet detected using the conservative model? 1=yes; 0=no	[ucd=meta.code]
#Column	Perp	(F9.6)	[0.5/99.4] Orbital period of the planet	[ucd=time.period]
#Column	Rp	(F6.3)	[0.6/22] Radius of the planet	[ucd=phys.size.radius]
#Column	Nt	(I3)	[2/425] Number of transits the planet has	[ucd=meta.number]
#Column	Ars	(F7.3)	[1/243.5] Planet semimajor axis scaled by the stellar radius	[ucd=phys.angSize.smajAxis]
#Column	Ecc	(F9.6)	[9e-06/0.5] Planet orbital eccentricity	[ucd=src.orbital.eccentricity]
#Column	Rprs	(F9.6)	[0.005/0.4] Planet radius scaled by the stellar radius	[ucd=phys.size.radius]
#Column	Impact	(F6.3)	[0/1] Planet impact parameter	[ucd=src.impactParam]
#Column	Dur	(F6.3)	[0.3/37.934] Planet transit duration	[ucd=time.duration]
#Column	Obsdepth	(F9.3)	[25.6/92074] The observed transit depth, corrected for dilution in parts per million	[ucd=src.var.amplitude]
#Column	Insol	(F10.3)	[0.06/242177] Insolation flux the planet receives relative to that received by the Earth from the Sun	[ucd=phot.flux;arith.ratio]
#Column	Noise	(F9.3)	[60/18605] The one-hour integrated noise level of the star in parts per million	[ucd=instr.det.noise]
#Column	SNR	(F8.3)	[7/1542] Combined signal-to-noise ratio of all transits	[ucd=stat.snr]
#Column	2M	(A2)	Display the 2MASS data (Cutri et al. 2003, Cat. II/246)	[ucd=meta.ref.url]
_RAJ2000|_DEJ2000|TICID|RAJ2000|DEJ2000|Obslen|Vmag|Kmag|Jmag|Tmag|R*|Mass|Teff|Dist|sG|DetC|Perp|Rp|Nt|Ars|Ecc|Rprs|Impact|Dur|Obsdepth|Insol|Noise|SNR|2M
079.9946700000|-31.3047700000| 78012763|079.99467000|-31.304770000| 27.4|10.910|10.059|10.249|10.648| 1.442| 1.513| 6519.9|  303.825|0|0| 5.237657| 3.777|  5| 10.111| 0.134547| 0.023983| 0.621| 3.235|  544.339|   737.340|  281.379|   7.780|2M
067.2922800000|-06.8530950000| 38013095|067.29228000|-06.853095000| 27.4|10.990| 9.735|10.097|10.597| 1.598| 1.161| 5802.9|  269.806|0|0| 8.182300| 3.669|  4| 11.241| 0.007095| 0.021014| 0.296| 5.442|  441.118|   374.314|  273.842|   7.516|2M
062.1462900000|-62.3201500000| 38507920|062.14629000|-62.320150000|274.0| 9.807| 8.471| 8.815| 9.303| 1.439| 1.100| 5779.5|  134.589|0|1|44.678250| 2.678|  6| 38.032| 0.076196| 0.017038| 0.303| 8.715|  289.953|    32.177|  146.830|  14.280|2M
062.6541900000|-64.9103100000| 38516149|062.65419000|-64.910310000|356.2|11.189| 9.690|10.058|10.645| 1.427| 1.069| 6034.7|  276.907|0|1| 2.050284| 1.943|174|  4.870| 0.269244| 0.012469| 0.661| 2.519|  148.912|  2332.976|  280.928|  11.098|2M
063.1216100000|-61.6697000000| 38519063|063.12161000|-61.669700000|246.6|10.898| 9.711|10.044|10.524| 1.278| 1.199| 6089.6|  234.194|0|1|11.903669| 2.743| 20| 18.243| 0.010457| 0.019646| 0.211| 4.975|  377.657|   172.366|  263.490|  14.297|2M
063.4987800000|-65.3670000000| 38571702|063.49878000|-65.367000000|356.2|11.471|10.046|10.288|10.776| 1.441| 1.112| 6992.6|  440.092|0|0| 5.558965| 1.959| 64|  9.500| 0.009776| 0.012446| 0.047| 4.529|  154.391|  1104.929|  301.472|   8.719|2M
063.2814000000|-61.8695100000| 38572873|063.28140000|-61.869510000|274.0|12.017|10.049|10.482|11.076| 1.044| 0.947| 5528.4|         |0|1|11.993203| 3.997| 23| 20.741| 0.059671| 0.035036| 0.762| 3.096| 1217.090|    90.578|  356.039|  28.848|2M
063.6881800000|-63.0414200000| 38574499|063.68818000|-63.041420000|328.8|11.468|10.155|10.553|11.119| 1.337| 1.113| 5713.5|  272.804|0|1|15.545887| 3.262| 21| 20.333| 0.113546| 0.022342| 0.228| 5.823|  477.088|   107.522|  364.829|  14.461|2M
063.6417300000|-64.4333400000| 38583200|063.64173000|-64.433340000|328.8|11.766|10.523|10.839|11.325| 1.885| 1.158| 6042.2|  505.761|0|1| 8.235026| 3.926| 40|  9.564| 0.019267| 0.019067| 0.534| 5.724|  359.658|   607.859|  410.841|  13.247|2M
063.8723700000|-60.9415200000| 38585410|063.87237000|-60.941520000|219.2|11.874|10.255|10.635|11.159| 2.171| 1.004| 5654.0|         |1|0|27.174007| 4.287|  8| 17.550| 0.020164| 0.018082| 0.244|11.698|  289.453|   138.403|  373.248|   7.502|2M
064.3216500000|-63.0965500000| 38602419|064.32165000|-63.096550000|328.8| 8.490| 6.481| 6.988| 7.684| 2.945| 0.888| 5223.0|  114.830|0|1| 4.652369| 1.864| 71|  3.829| 0.039302| 0.005794| 0.206| 9.255|   33.536|  2117.072|   84.391|  10.187|2M
065.0793300000|-63.1738000000| 38634217|065.07933000|-63.173800000|356.2| 7.910| 6.853| 7.110| 7.500| 2.564| 1.344| 6605.0|  139.358|0|1|13.194552| 2.521| 27| 10.118| 0.071335| 0.009000| 0.750| 6.743|   80.863|   775.458|   80.834|  13.497|2M
065.6430700000|-60.6781900000| 38679834|065.64307000|-60.678190000|301.4|12.126|10.321|10.758|11.324| 1.053| 0.942| 5652.7|  275.359|0|1|17.130730| 3.593| 18| 26.047| 0.144387| 0.031239| 0.938| 2.152|  909.783|    62.772|  410.601|  13.791|2M
065.9486300000|-60.9001900000| 38696360|065.94863000|-60.900190000|356.2|12.287|10.707|11.085|11.620| 2.094| 1.072| 5759.6|         |1|0| 6.097771| 3.431| 58|  6.865| 0.042670| 0.014998| 0.483| 6.089|  221.865|   973.912|  489.780|   8.513|2M
066.7384400000|-63.0779900000| 38710225|066.73844000|-63.077990000|356.2|10.543| 8.821| 9.250| 9.857| 0.903| 0.982| 5476.9|  102.845|0|1|10.943445| 1.648| 32| 22.845| 0.016670| 0.016716| 0.320| 3.533|  278.450|    71.918|  188.684|  15.691|2M
067.5054600000|-64.0716800000| 38811017|067.50546000|-64.071680000|328.8|10.729| 9.330| 9.644|10.112| 3.744| 1.112| 6107.7|  305.508|1|1|57.038563|19.197|  6| 17.264| 0.172518| 0.046945| 0.276|25.507| 2170.265|   194.757|  213.540| 125.731|2M
068.4856900000|-61.4878600000| 38827910|068.48569000|-61.487860000|328.8|10.531| 8.558| 9.054| 9.711| 0.906| 0.889| 5219.0|   91.890|0|1| 2.689381| 1.869|122|  8.637| 0.137941| 0.018882| 0.395| 2.241|  356.273|   414.864|  176.179|  33.435|2M
068.9171000000|-60.9303500000| 38845296|068.91710000|-60.930350000|356.2|12.313|10.792|11.137|11.665| 3.156| 1.251| 5466.5|  268.463|0|1|47.215871|10.463|  8| 18.780| 0.057747| 0.030355| 0.466|17.664|  843.071|   105.611|  503.389|  19.909|2M
069.3007200000|-62.3210300000| 38877685|069.30072000|-62.321030000|356.2|10.421| 8.911| 9.278| 9.851| 3.326| 1.050| 5477.4|  362.428|0|1| 2.124449| 5.146|168|  2.126| 0.004655| 0.014164| 0.148| 7.998|  200.334|  8308.224|  188.147|  39.031|2M
069.2829000000|-60.1326700000| 38905722|069.28290000|-60.132670000|328.8|10.418| 9.327| 9.592|10.017| 1.488| 1.277| 6445.9|  241.493|0|1| 2.077583| 3.223|158|  4.997| 0.080144| 0.019827| 0.859| 1.775|  392.841|  2884.544|  203.800|  32.278|2M
069.3793200000|-61.6855400000| 38906466|069.37932000|-61.685540000|328.8|11.946|10.218|10.679|11.180| 1.581| 0.973| 5778.0|  398.653|0|1|12.775538| 3.545| 25| 14.418| 0.029168| 0.020526| 0.471| 6.135|  411.667|   223.644|  377.763|  13.496|2M
069.8300600000|-61.7666400000| 38940430|069.83006000|-61.766640000|328.8|13.368|11.391|11.805|12.484| 0.924| 0.889| 5220.0|         |0|1| 4.191599| 3.935| 78| 11.393| 0.085202| 0.038999| 0.406| 2.694| 1517.204|   238.600|  852.811|  25.787|2M
070.1255900000|-63.4708000000| 38943708|070.12559000|-63.470800000|328.8|12.301|10.710|11.027|11.528| 0.857| 1.035| 6098.0|  282.898|0|1|10.879152|18.137| 30| 24.400| 0.132409| 0.193780| 0.753| 3.158|37320.128|    96.886|  463.322| 784.081|2M
088.6843200000|-02.9051820000| 39295058|088.68432000|-02.905182000| 27.4|11.423|10.174|10.510|11.047| 2.272| 1.444| 6754.0|  554.403|0|1| 3.735684|10.316|  7|  5.043| 0.040124| 0.041572| 0.288| 5.713| 1586.299|  3413.144|  350.257|  28.642|2M
086.6073000000|-33.7232300000|100592540|086.60730000|-33.723230000| 54.8| 9.742| 8.311| 8.578| 9.130| 1.526| 1.110| 6008.0|  149.821|0|0|23.995485| 2.754|  2| 23.764| 0.091308| 0.016526| 0.226| 7.647|  272.824|    96.240|  136.523|   7.815|2M
088.6511700000|-31.8596200000|100780304|088.65117000|-31.859620000| 54.8|12.695|11.053|11.386|11.975| 1.003| 1.064| 5958.8|         |0|1| 3.783879| 6.540| 15| 10.406| 0.080247| 0.059700| 0.850| 1.766| 3464.090|   485.712|  610.659|  29.197|2M
071.3678100000|-74.2803500000|140609384|071.36781000|-74.280350000|356.2|10.456| 8.901| 9.318| 9.874| 1.267| 1.031| 5925.5|  171.091|0|1| 9.177559| 1.946| 39| 14.720| 0.076329| 0.014067| 0.581| 3.965|  197.023|   237.327|  190.218|  12.880|2M
073.9296200000|-74.2246500000|140754847|073.92962000|-74.224650000|356.2|10.458| 9.473| 9.697|10.103| 1.735| 1.553| 6731.9|  288.800|0|0|23.793888| 2.579| 15| 23.247| 0.067376| 0.013611| 0.309| 7.552|  184.308|   158.533|  212.591|   9.227|2M
074.4237300000|+76.1728500000|140777060|074.42373000|+76.172850000| 54.8|16.840|11.775|12.635|14.262| 0.282| 0.270| 3292.0|         |0|1|10.586951| 3.405|  5| 46.522| 0.015950| 0.110536| 0.459| 1.758|12129.268|     2.264| 3188.468|  11.279|2M
075.4897500000|-76.0999100000|140827771|075.48975000|-76.099910000|328.8|12.637|10.982|11.369|11.933| 1.162| 1.056| 5850.0|         |0|0| 5.202339| 2.495| 64| 11.080| 0.058935| 0.019664| 0.338| 3.457|  360.360|   397.946|  594.616|   9.014|2M
075.8032600000|+75.5527700000|140834815|075.80326000|+75.552770000| 54.8|10.603| 9.222| 9.555|10.079| 1.195| 1.145| 6096.0|  180.005|0|1|13.352058| 2.913|  4| 20.735| 0.101736| 0.022312| 0.243| 4.887|  491.499|   133.979|  210.089|  10.344|2M
088.6897000000|-45.2910600000|180944083|088.68970000|-45.291060000| 54.8|12.311|10.547|10.864|11.372| 4.196| 0.997| 6160.0|  688.664|1|1|10.522262|11.448|  6|  4.812| 0.010836| 0.024976| 0.751|11.846|  613.062|  2594.148|  422.317|  12.238|2M
078.9599900000|-72.0837300000|141024799|078.95999000|-72.083730000|356.2| 9.136| 7.425| 7.824| 8.493| 3.127| 1.047| 5817.0|   99.098|1|1| 2.463206|16.070|145|  2.493| 0.089208| 0.047055| 0.192| 8.035| 2203.863|  7682.035|  107.196| 701.769|2M
079.1462700000|-72.0519900000|141024724|079.14627000|-72.051990000|356.2|11.292| 8.706| 9.344|10.207| 0.790| 0.757| 4725.0|   78.088|0|1| 3.056339| 1.787|116| 10.227| 0.034584| 0.020702| 0.357| 2.188|  399.438|   198.778|  223.896|  28.419|2M
078.8880100000|-75.0136500000|141028120|078.88801000|-75.013650000|328.8|14.816|10.479|11.237|12.619| 0.408| 0.426| 3538.0|         |0|1|23.027213| 2.330| 15| 62.841| 0.001514| 0.052275| 0.576| 2.466| 2640.893|     1.655|  935.082|  17.175|2M
078.8880100000|-75.0136500000|141028120|078.88801000|-75.013650000|328.8|14.816|10.479|11.237|12.619| 0.408| 0.426| 3538.0|         |0|1|25.277734| 1.975| 13| 66.871| 0.000444| 0.044319| 0.614| 2.440| 1898.173|     1.462|  935.082|  11.432|2M
081.6767500000|-76.1958400000|141187570|081.67675000|-76.195840000|328.8| 9.574| 8.234| 8.511| 8.999| 3.515| 1.244| 6429.5|  177.256|1|1|11.114690| 3.904| 30|  6.417| 0.070801| 0.010169| 0.635|10.463|  103.330|  1731.150|  129.450|  14.142|2M
073.1471500000|-44.5920200000|161477361|073.14715000|-44.592020000| 54.8|12.078|10.470|10.858|11.426| 1.254| 0.998| 5633.0|  322.407|0|1| 7.974067|16.106|  7| 13.388| 0.006697| 0.117550| 1.000| 2.278|13817.885|   234.313|  435.990| 126.554|2M
073.3061900000|-42.0806900000|161478182|073.30619000|-42.080690000| 54.8|11.986|10.647|10.911|11.369| 1.659| 1.108| 6005.0|  480.740|0|0| 5.452757| 4.000| 10|  8.136| 0.068739| 0.022072| 0.600| 4.259|  486.926|   819.340|  421.573|   7.538|2M
084.3521100000|-76.6759300000|141414217|084.35211000|-76.675930000|356.2| 9.360| 8.309| 8.593| 8.964| 1.920| 1.521| 6952.0|  203.534|0|1| 1.471803| 3.666|242|  3.262| 0.097457| 0.017476| 0.809| 2.221|  304.812|  9155.035|  127.660|  55.356|2M
087.9778100000|-72.8591400000|141532366|087.97781000|-72.859140000|328.8|12.212|10.069|10.438|11.076| 1.916| 0.920| 5713.5|  464.335|0|1|14.880333|10.773| 22| 12.930| 0.014737| 0.051481| 0.800| 6.017| 2617.290|   265.886|  356.039|  84.580|2M
088.0301600000|-75.1952100000|141543106|088.03016000|-75.195210000|328.8|11.975|10.632|10.967|11.502| 1.629| 1.236| 5977.0|  421.185|0|1|58.881373| 5.127|  5| 41.977| 0.040206| 0.028812| 0.607| 8.901|  778.455|    30.213|  456.161|  11.385|2M
089.6438500000|-73.7578300000|141625481|089.64385000|-73.757830000|356.2|11.452| 9.918|10.287|10.837| 1.408| 1.160| 5986.1|  273.703|0|1|25.362760| 3.455| 14| 27.115| 0.036880| 0.022464| 0.027| 7.305|  494.122|    72.847|  311.678|  16.033|2M
089.6438500000|-73.7578300000|141625481|089.64385000|-73.757830000|356.2|11.452| 9.918|10.287|10.837| 1.408| 1.160| 5986.1|  273.703|0|1|49.487820| 6.509|  7| 42.340| 0.081301| 0.042319| 0.041| 9.301| 1753.694|    29.877|  311.678|  45.400|2M
075.5049800000|+41.5832300000|121812654|075.50498000|+41.583230000| 27.4|12.471|11.203|11.438|11.940| 1.628| 1.476| 6833.0|         |0|0|13.578807|11.390|  2| 16.754| 0.019307| 0.064043| 0.342| 6.244| 3131.125|   323.941|  597.255|  18.526|2M
079.6112800000|+79.6128200000|142092344|079.61128000|+79.612820000| 54.8|11.400|10.045|10.374|10.903| 1.415| 1.272| 6375.0| 1025.876|0|0| 6.777752| 3.191|  8| 11.546| 0.147052| 0.020646| 0.003| 4.583|  395.289|   516.770|  323.208|   7.405|2M
076.6065200000|+36.9270500000|122344671|076.60652000|+36.927050000| 27.4|12.876|10.806|11.191|11.954| 1.645| 1.492| 6875.0|         |0|0|10.487966| 7.435|  3| 14.012| 0.160888| 0.041380| 0.195| 5.855| 1390.735|   474.612|  602.574|   9.673|2M
066.6443200000|+74.9489400000|103444222|066.64432000|+74.948940000| 27.4|11.639|10.371|10.624|11.133| 1.871| 1.456| 6784.0|  500.226|0|1| 2.669584| 9.967| 11|  4.907| 0.041262| 0.048760| 0.583| 3.668| 2340.700|  3669.726|  367.749|  40.431|2M
089.4186300000|-22.4243700000|123631225|089.41863000|-22.424370000| 54.8| 9.672| 8.589| 8.818| 9.242| 1.682| 1.371| 6585.0|  198.383|0|0|40.626777| 3.535|  2| 32.858| 0.080439| 0.019240| 0.463| 8.581|  364.228|    72.645|  143.064|  10.547|2M
063.4912100000|+48.5827500000|104375717|063.49121000|+48.582750000| 27.4|14.638| 9.781|10.646|12.056| 0.399| 0.415| 3521.0|         |0|0|24.118133| 2.516|  2| 65.696| 0.018854| 0.057729| 0.109| 2.951| 3007.543|     1.485|  643.091|  11.361|2M
063.4912100000|+48.5827500000|104375717|063.49121000|+48.582750000| 27.4|14.638| 9.781|10.646|12.056| 0.399| 0.415| 3521.0|         |0|0|20.648405| 2.106|  2| 59.234| 0.022478| 0.048322| 0.100| 2.779| 2107.257|     1.827|  643.091|   7.725|2M
063.4987200000|+53.1396300000|104386755|063.49872000|+53.139630000| 27.4| 9.496| 8.365| 8.573| 9.043| 1.406| 2.166| 8657.0|  165.489|0|0| 5.636475| 2.580|  5| 12.273| 0.041925| 0.016807| 0.529| 3.052|  280.585|  1555.297|  131.759|   8.319|2M
089.5733100000|-33.9216100000|143142409|089.57331000|-33.921610000| 54.8|11.322|10.202|10.473|10.953| 1.617| 1.253| 6335.0|  394.557|0|0|12.841681| 4.102|  5| 15.389| 0.040129| 0.023218| 0.426| 5.938|  522.691|   283.679|  332.297|   8.571|2M
069.5523300000|+28.2167000000|125884499|069.55233000|+28.216700000| 27.4|12.855| 7.326| 8.173| 9.715| 0.322| 0.324| 3263.0|         |0|1| 5.783574| 1.749|  5| 28.933| 0.069588| 0.049724| 0.385| 1.492| 2468.318|     5.649|  176.507|  38.194|2M
074.4485300000|-18.4723200000|146346698|074.44853000|-18.472320000| 27.4| 9.042| 7.978| 8.192| 8.609| 1.323| 1.413| 6680.0|  118.521|0|0|22.188446| 5.970|  2| 28.199| 0.120529| 0.041319| 0.915| 2.989| 1696.765|   104.451|  111.655|  37.155|2M
075.1832300000|-19.2202400000|146422311|075.18323000|-19.220240000| 27.4|14.772| 9.942|10.815|12.333| 0.392| 0.406| 3507.0|         |0|1| 1.779452| 3.040| 15| 11.677| 0.101499| 0.070989| 0.137| 1.238| 5029.406|    46.272|  770.673|  28.126|2M
076.6890900000|-20.9608300000|146522616|076.68909000|-20.960830000| 27.4|12.141|10.883|11.162|11.610| 1.347| 1.210| 6244.0|         |0|0| 7.577020| 4.918|  4| 12.845| 0.035635| 0.033415| 0.720| 3.349| 1116.054|   384.302|  486.817|   8.391|2M
079.3400100000|-40.7828700000|167659093|079.34001000|-40.782870000| 27.4|10.634| 9.480| 9.794|10.250| 1.331| 1.225| 6104.7|  207.591|0|0|18.318497| 4.830|  2| 23.524| 0.155986| 0.033229| 0.269| 5.937| 1102.961|   104.694|  228.798|  16.611|2M
079.6301400000|-39.4353200000|167671237|079.63014000|-39.435320000| 54.8|10.282| 8.873| 9.211| 9.713| 0.929| 1.105| 6224.4|  129.158|0|1|22.719112| 3.890|  3| 37.575| 0.174901| 0.038330| 0.960| 1.827| 1275.985|    44.347|  176.343|  16.940|2M
081.3506900000|-38.7325100000|167758640|081.35069000|-38.732510000| 54.8|12.510|11.028|11.362|11.889| 2.332| 1.059| 5860.0|         |1|1| 6.189078| 8.745|  9|  6.204| 0.047684| 0.034335| 0.707| 5.807| 1173.185|  1277.989|  578.349|  14.665|2M
062.4166900000|-34.0502900000|168727266|062.41669000|-34.050290000| 27.4|11.589|10.372|10.687|11.132| 2.769| 1.199| 6084.8|  685.403|0|1| 3.225317| 7.986|  9|  3.526| 0.054778| 0.026405| 0.730| 5.187|  689.408|  4599.376|  367.539|  12.816|2M
063.0153600000|-34.3400900000|168784942|063.01536000|-34.340090000| 27.4| 9.887| 8.601| 8.912| 9.394| 3.443| 1.130| 5985.4|  187.750|1|1|10.473444|10.349|  3|  6.096| 0.129395| 0.027516| 0.792| 8.698|  748.934|  1440.554|  152.729|  25.050|2M
064.0536300000|-33.1159500000|168831469|064.05363000|-33.115950000| 27.4|11.466|10.576|10.825|11.272| 1.416| 1.449| 6767.0|  426.789|0|1| 2.001413| 6.345| 14|  5.345| 0.051093| 0.041034| 0.136| 2.972| 1672.816|  3061.809|  398.354|  27.088|2M
065.0494800000|-35.1803800000|168852354|065.04948000|-35.180380000| 54.8|11.898|10.231|10.624|11.156| 1.067| 0.992| 5606.0|         |0|0|33.721570| 4.813|  2| 41.054| 0.004741| 0.041283| 0.477| 5.810| 1696.163|    24.445|  372.608|  15.518|2M
075.8326900000|-17.3753900000|169304560|075.83269000|-17.375390000| 27.4|11.924| 6.936| 7.819| 9.308| 0.297| 0.289| 3417.0|         |0|1| 2.177778| 1.020| 12| 15.745| 0.213836| 0.031443| 0.477| 0.967|  978.582|    22.938|  147.145|  22.658|2M
077.5492400000|+60.6362800000|148473016|077.54924000|+60.636280000| 27.4|10.750| 7.631| 8.378| 9.401| 0.716| 0.705| 4493.0|   40.609|0|1| 2.833662| 1.702|  9| 10.476| 0.154564| 0.021745| 0.152| 2.092|  469.960|   154.903|  153.198|  13.310|2M
077.9534700000|+61.6862900000|148521284|077.95347000|+61.686290000| 27.4|12.441|10.530|10.982|11.680| 2.628| 1.180| 6178.0|         |1|1| 9.571171|19.998|  3|  7.633| 0.220472| 0.069675| 0.466| 9.266| 4436.801|  1043.034|  508.027|  46.045|2M
078.1777900000|-13.6907000000|169533705|078.17779000|-13.690700000| 27.4|10.876| 9.341| 9.693|10.204| 1.345| 1.208| 6240.0|         |0|0|12.070251| 6.019|  2| 17.538| 0.097030| 0.040959| 0.178| 5.396| 1670.326|   205.615|  223.559|  24.545|2M
078.1777900000|-13.6907000000|169533705|078.17779000|-13.690700000| 27.4|10.876| 9.341| 9.693|10.204| 1.345| 1.208| 6240.0|         |0|0|20.652758| 3.438|  2| 25.089| 0.105594| 0.023396| 0.244| 6.252|  544.950|   100.471|  223.559|   8.620|2M
080.8210700000|-61.8801200000|149120404|080.82107000|-61.880120000|328.8|11.588|10.051|10.371|10.911| 3.577| 1.059| 5859.0|  385.488|1|1| 3.858067|19.248| 86|  2.951| 0.215166| 0.049267| 0.883| 6.139| 2410.928|  5643.866|  324.641| 170.636|2M
082.1389700000|-63.1574700000|149216864|082.13897000|-63.157470000|328.8|10.879| 8.968| 9.476|10.153| 0.923| 0.892| 5229.0|  113.625|0|1| 3.240411| 3.275|102|  9.609| 0.129347| 0.032467| 0.654| 2.065| 1043.086|   337.770|  217.931|  69.469|2M
083.0739500000|-65.1961200000|149272024|083.07395000|-65.196120000|301.4|12.064|10.369|10.694|11.202| 1.730| 1.021| 5723.0|  423.847|0|1|56.884918| 5.021|  6| 36.251| 0.251812| 0.026572| 0.562|10.304|  651.390|    34.052|  382.566|  13.388|2M
085.1628300000|-60.0545300000|149450819|085.16283000|-60.054530000|356.2|12.270|10.901|11.189|11.696| 1.342| 1.206| 6234.0|         |0|1|12.183088| 3.560| 29| 17.674| 0.079461| 0.024279| 0.486| 4.751|  574.772|   201.685|  513.031|  13.150|2M
070.7079700000|-33.7428700000|170869764|070.70797000|-33.742870000| 54.8|10.382| 9.284| 9.479| 9.895| 1.658| 1.323| 6483.0|  267.585|0|0|22.084947| 3.558|  3| 21.941| 0.018205| 0.019645| 0.220| 7.659|  385.400|   153.066|  192.135|   9.615|2M
085.0903600000|+34.1098700000|116258644|085.09036000|+34.109870000| 27.4|10.428| 9.009| 9.295| 9.854| 2.174| 2.101| 8460.0| 9282.891|0|0|13.301090| 5.964|  2| 13.920| 0.048189| 0.025111| 0.361| 7.011|  599.354|  1102.790|  188.415|  11.912|2M
088.1441500000|-45.2318000000|151581970|088.14415000|-45.231800000| 54.8|11.314| 9.889|10.209|10.682| 3.178| 1.139| 6022.4|  633.567|0|1| 4.497420| 6.591| 12|  3.769| 0.034051| 0.018986| 0.567| 7.874|  295.476|  3863.214|  286.548|  10.023|2M
075.6169300000|-17.7424200000|152438091|075.61693000|-17.742420000| 27.4|12.459|10.090|10.562|11.254| 1.036| 0.833| 4985.9|  199.750|0|1| 6.046604| 3.925|  5| 12.694| 0.023283| 0.034687| 0.032| 3.768| 1167.710|   159.972|  394.219|  12.856|2M
061.7409200000|-43.1699500000|152469813|061.74092000|-43.169950000| 54.8|10.125| 8.871| 9.164| 9.634| 2.054| 1.151| 5666.6|  218.129|0|1| 5.666441| 3.651| 10|  6.828| 0.065886| 0.016272| 0.590| 5.280|  260.616|   922.611|  170.039|  11.137|2M
071.5725900000|-00.2425170000|176314864|071.57259000|-00.242517000| 27.4|11.102| 9.645| 9.962|10.452| 1.260| 1.134| 6070.0|  497.683|0|0|16.949811| 3.769|  2| 22.986| 0.042147| 0.027378| 0.344| 5.455|  749.340|   107.182|  253.760|   9.754|2M
065.2551000000|-23.7727200000|139637124|065.25510000|-23.772720000| 54.8|15.830|11.394|12.186|13.593| 0.406| 0.423| 3534.0|         |0|1|13.632403| 3.449|  4| 44.419| 0.119059| 0.077780| 0.031| 2.526| 6049.753|     3.298| 1893.729|  10.155|2M
066.8949800000|-22.1075800000|139725606|066.89498000|-22.107580000| 54.8|11.891|10.434|10.798|11.290| 2.286| 1.043| 5803.0|         |1|1|16.454891|13.945|  3| 12.083| 0.081650| 0.055859| 0.578| 9.216| 3100.888|   323.972|  402.542|  40.504|2M
